274478.984890878	4180430.09272575	1225.31334302013
274482.014957310	4180431.10637316	1224.78336876947
274485.494120235	4180431.43888846	1224.66768574038
274492.430347639	4180433.04224483	1224.45689825547
274496.966743199	4180434.74993532	1224.07944218753
274502.372690804	4180436.82983460	1224.17516971726
274508.680594187	4180439.22275712	1224.00239756683
274511.869173851	4180439.95597109	1224.12314858454
274516.530408066	4180441.86057102	1223.8945150403
274520.757774024	4180443.50769495	1223.31325233427
274525.869047341	4180444.08734364	1223.27699373026
274531.349528540	4180444.09622419	1222.89626656949
274537.331363336	4180444.95909128	1222.56070892174
274542.266404973	4180444.40772966	1222.57651294864
274546.513251154	4180445.18934922	1222.3040549459
274551.432652058	4180445.42027105	1222.16693058024
274558.257110243	4180446.10257477	1221.97392347338
274561.262073559	4180446.87723975	1221.58935092705
274566.150956379	4180447.85931447	1221.73670016093
274571.497970005	4180447.47372845	1221.95563970112
274575.942584917	4180448.58934731	1221.76793568596
