274301.6731	4180410.978	1217.763962
274306.0426	4180411.639	1217.876119
274309.1758	4180416.212	1217.82196
274312.4403	4180423.516	1218.009553
274311.6683	4180425.686	1217.969996
274313.4499	4180431.473	1218.075947
274317.1651	4180436.428	1218.410951
274321.0823	4180438.557	1218.730408
274324.3662	4180442.203	1218.868252
274324.8955	4180444.085	1218.985033
274326.0229	4180451.101	1219.700239
274327.779	4180457.651	1220.470514
274326.87	4180463.439	1221.009904
274323.6017	4180468.829	1221.035207
274319.2618	4180472.837	1221.166344
274310.1262	4180481.641	1221.319765
274306.3634	4180486.505	1221.298575
274306.3512	4180489.037	1220.328909
274307.3182	4180489.225	1220.429394
