274495.918137908	4180394.62439446	1221.35844825412
274499.094649177	4180397.36723597	1220.93456799793
274502.048387486	4180402.37973952	1220.77480612198
274503.201412725	4180404.26052259	1221.04237380277
274505.910227741	4180410.34577721	1221.16570355385
274507.946438303	4180414.39293365	1220.85184416935
274509.64077055	4180428.76638521	1221.66595635207
274514.608910092	4180434.77853518	1222.14119114187
274515.945035614	4180435.85347442	1222.33663767102
274516.456165184	4180437.93813564	1222.41274858076
274518.204674572	4180451.94894434	1223.06671733437
274521.391163402	4180456.56164149	1223.6825499704
274522.668865299	4180463.15375529	1224.24043398039
274525.779133194	4180464.84848366	1224.43040503562
274527.964311506	4180470.93466671	1224.93208921638
274529.70109579	4180472.9740482	1225.19150064203
274531.351754843	4180479.19257691	1225.84215416043
274532.166185431	4180482.84154957	1226.08433242774
274534.062664455	4180486.61795668	1226.39908106384
274533.803930169	4180490.87690109	1226.73110633445
274538.192183906	4180495.97081496	1227.3820971244
274539.39407912	4180502.4713821	1228.05758916896
274544.693343723	4180506.49254172	1228.94128893922
274545.75168759	4180511.52084993	1229.41684944626
274545.306810301	4180513.81759973	1229.50280344532
274549.454487208	4180522.4886023	1228.67007728129
